Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,SPID,GOID,GO_id,term,GOSlim_bin,aspect
comp10_c0_seq1,sp,Q9V8P9,TOPRS_DROME,55.81,86,35,1,1,258,91,173,3.00E-28,113,Q9V8P9,GO:0003677,GO:0003677,DNA binding,nucleic acid binding activity,F
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0000166,GO:0000166,nucleotide binding,other molecular function,F
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0001539,GO:0001539,ciliary or flagellar motility,other biological processes,P
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0003774,GO:0003774,motor activity,cytoskeletal activity,F
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0003777,GO:0003777,microtubule motor activity,cytoskeletal activity,F
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0005524,GO:0005524,ATP binding,other molecular function,F
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0005737,GO:0005737,cytoplasm,other cellular component,C
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0005856,GO:0005856,cytoskeleton,cytoskeleton,C
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0005858,GO:0005858,axonemal dynein complex,cytoskeleton,C
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0005874,GO:0005874,microtubule,cytoskeleton,C
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0005929,GO:0005929,cilium,other cellular component,C
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0006200,GO:0006200,ATP catabolic process,other metabolic processes,P
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0007018,GO:0007018,microtubule-based movement,other biological processes,P
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0009612,GO:0009612,response to mechanical stimulus,other biological processes,P
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0016887,GO:0016887,ATPase activity,other molecular function,F
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0030286,GO:0030286,dynein complex,cytoskeleton,C
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0035085,GO:0035085,cilium axoneme,other cellular component,C
comp1030_c0_seq1,sp,Q9P2D7,DYH1_HUMAN,56.1,82,36,0,248,3,2511,2592,2.00E-27,110,Q9P2D7,GO:0042995,GO:0042995,cell projection,other cellular component,C
comp1034_c0_seq1,sp,Q8C4Y3,NELFB_MOUSE,59.77,87,34,1,260,3,141,227,3.00E-27,108,Q8C4Y3,GO:0005634,GO:0005634,nucleus,nucleus,C
comp1034_c0_seq1,sp,Q8C4Y3,NELFB_MOUSE,59.77,87,34,1,260,3,141,227,3.00E-27,108,Q8C4Y3,GO:0005737,GO:0005737,cytoplasm,other cellular component,C
comp1034_c0_seq1,sp,Q8C4Y3,NELFB_MOUSE,59.77,87,34,1,260,3,141,227,3.00E-27,108,Q8C4Y3,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P
comp1034_c0_seq1,sp,Q8C4Y3,NELFB_MOUSE,59.77,87,34,1,260,3,141,227,3.00E-27,108,Q8C4Y3,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P
comp1034_c0_seq1,sp,Q8C4Y3,NELFB_MOUSE,59.77,87,34,1,260,3,141,227,3.00E-27,108,Q8C4Y3,GO:0045892,GO:0045892,"""negative regulation of transcription, DNA-dependent""",RNA metabolism,P
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0000166,GO:0000166,nucleotide binding,other molecular function,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0003676,GO:0003676,nucleic acid binding,nucleic acid binding activity,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0003677,GO:0003677,DNA binding,nucleic acid binding activity,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0003723,GO:0003723,RNA binding,nucleic acid binding activity,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0003824,GO:0003824,catalytic activity,other molecular function,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0003887,GO:0003887,DNA-directed DNA polymerase activity,other molecular function,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0003964,GO:0003964,RNA-directed DNA polymerase activity,other molecular function,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0004190,GO:0004190,aspartic-type endopeptidase activity,other molecular function,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0004518,GO:0004518,nuclease activity,other molecular function,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0004519,GO:0004519,endonuclease activity,other molecular function,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0004523,GO:0004523,ribonuclease H activity,other molecular function,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0005524,GO:0005524,ATP binding,other molecular function,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0005634,GO:0005634,nucleus,nucleus,C
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0005737,GO:0005737,cytoplasm,other cellular component,C
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0006278,GO:0006278,RNA-dependent DNA replication,DNA metabolism,P
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0006310,GO:0006310,DNA recombination,DNA metabolism,P
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0006508,GO:0006508,proteolysis,protein metabolism,P
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0008233,GO:0008233,peptidase activity,other molecular function,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0008270,GO:0008270,zinc ion binding,other molecular function,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0015074,GO:0015074,DNA integration,DNA metabolism,P
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0016740,GO:0016740,transferase activity,other molecular function,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0016779,GO:0016779,nucleotidyltransferase activity,other molecular function,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0016787,GO:0016787,hydrolase activity,other molecular function,F
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0046797,GO:0046797,viral procapsid maturation,cell organization and biogenesis,P
comp1043_c0_seq1,sp,Q7LHG5,YI31B_YEAST,40.25,159,93,2,15,488,673,830,1.00E-30,122,Q7LHG5,GO:0046872,GO:0046872,metal ion binding,other molecular function,F
comp1069_c0_seq1,sp,P23228,HMCS1_CHICK,61.7,94,35,1,281,3,262,355,3.00E-30,117,P23228,GO:0003824,GO:0003824,catalytic activity,other molecular function,F
comp1069_c0_seq1,sp,P23228,HMCS1_CHICK,61.7,94,35,1,281,3,262,355,3.00E-30,117,P23228,GO:0004421,GO:0004421,hydroxymethylglutaryl-CoA synthase activity,other molecular function,F
comp1069_c0_seq1,sp,P23228,HMCS1_CHICK,61.7,94,35,1,281,3,262,355,3.00E-30,117,P23228,GO:0005737,GO:0005737,cytoplasm,other cellular component,C
comp1069_c0_seq1,sp,P23228,HMCS1_CHICK,61.7,94,35,1,281,3,262,355,3.00E-30,117,P23228,GO:0006694,GO:0006694,steroid biosynthetic process,other metabolic processes,P
comp1069_c0_seq1,sp,P23228,HMCS1_CHICK,61.7,94,35,1,281,3,262,355,3.00E-30,117,P23228,GO:0006695,GO:0006695,cholesterol biosynthetic process,other metabolic processes,P
comp1069_c0_seq1,sp,P23228,HMCS1_CHICK,61.7,94,35,1,281,3,262,355,3.00E-30,117,P23228,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P
comp1069_c0_seq1,sp,P23228,HMCS1_CHICK,61.7,94,35,1,281,3,262,355,3.00E-30,117,P23228,GO:0008299,GO:0008299,isoprenoid biosynthetic process,other metabolic processes,P
comp1069_c0_seq1,sp,P23228,HMCS1_CHICK,61.7,94,35,1,281,3,262,355,3.00E-30,117,P23228,GO:0008610,GO:0008610,lipid biosynthetic process,other metabolic processes,P
comp1069_c0_seq1,sp,P23228,HMCS1_CHICK,61.7,94,35,1,281,3,262,355,3.00E-30,117,P23228,GO:0016126,GO:0016126,sterol biosynthetic process,other metabolic processes,P
comp1069_c0_seq1,sp,P23228,HMCS1_CHICK,61.7,94,35,1,281,3,262,355,3.00E-30,117,P23228,GO:0016740,GO:0016740,transferase activity,other molecular function,F
comp1071_c0_seq1,sp,Q58DA6,S35A2_BOVIN,58.62,116,47,1,194,538,54,169,2.00E-28,113,Q58DA6,GO:0000139,GO:0000139,Golgi membrane,ER/Golgi,C
comp1071_c0_seq1,sp,Q58DA6,S35A2_BOVIN,58.62,116,47,1,194,538,54,169,2.00E-28,113,Q58DA6,GO:0000139,GO:0000139,Golgi membrane,other membranes,C
comp1071_c0_seq1,sp,Q58DA6,S35A2_BOVIN,58.62,116,47,1,194,538,54,169,2.00E-28,113,Q58DA6,GO:0005338,GO:0005338,nucleotide-sugar transmembrane transporter activity,transporter activity,F
comp1071_c0_seq1,sp,Q58DA6,S35A2_BOVIN,58.62,116,47,1,194,538,54,169,2.00E-28,113,Q58DA6,GO:0005351,GO:0005351,sugar:hydrogen symporter activity,transporter activity,F
comp1071_c0_seq1,sp,Q58DA6,S35A2_BOVIN,58.62,116,47,1,194,538,54,169,2.00E-28,113,Q58DA6,GO:0005794,GO:0005794,Golgi apparatus,ER/Golgi,C
comp1071_c0_seq1,sp,Q58DA6,S35A2_BOVIN,58.62,116,47,1,194,538,54,169,2.00E-28,113,Q58DA6,GO:0006810,GO:0006810,transport,transport,P
comp1071_c0_seq1,sp,Q58DA6,S35A2_BOVIN,58.62,116,47,1,194,538,54,169,2.00E-28,113,Q58DA6,GO:0008643,GO:0008643,carbohydrate transport,transport,P
comp1071_c0_seq1,sp,Q58DA6,S35A2_BOVIN,58.62,116,47,1,194,538,54,169,2.00E-28,113,Q58DA6,GO:0015780,GO:0015780,nucleotide-sugar transport,transport,P
comp1071_c0_seq1,sp,Q58DA6,S35A2_BOVIN,58.62,116,47,1,194,538,54,169,2.00E-28,113,Q58DA6,GO:0016020,GO:0016020,membrane,other membranes,C
comp1071_c0_seq1,sp,Q58DA6,S35A2_BOVIN,58.62,116,47,1,194,538,54,169,2.00E-28,113,Q58DA6,GO:0016021,GO:0016021,integral to membrane,other membranes,C
comp1075_c0_seq1,sp,Q6NWF4,VPS25_DANRE,63.04,138,51,0,20,433,6,143,3.00E-62,195,Q6NWF4,GO:0005737,GO:0005737,cytoplasm,other cellular component,C
comp1075_c0_seq1,sp,Q6NWF4,VPS25_DANRE,63.04,138,51,0,20,433,6,143,3.00E-62,195,Q6NWF4,GO:0006810,GO:0006810,transport,transport,P
comp1075_c0_seq1,sp,Q6NWF4,VPS25_DANRE,63.04,138,51,0,20,433,6,143,3.00E-62,195,Q6NWF4,GO:0015031,GO:0015031,protein transport,transport,P
comp1100_c0_seq1,sp,P07228,ITB1_CHICK,33.03,333,199,9,965,3,415,735,6.00E-40,154,P07228,GO:0004872,GO:0004872,receptor activity,signal transduction activity,F
comp1100_c0_seq1,sp,P07228,ITB1_CHICK,33.03,333,199,9,965,3,415,735,6.00E-40,154,P07228,GO:0005488,GO:0005488,binding,other molecular function,F
comp1100_c0_seq1,sp,P07228,ITB1_CHICK,33.03,333,199,9,965,3,415,735,6.00E-40,154,P07228,GO:0005886,GO:0005886,plasma membrane,plasma membrane,C
comp1100_c0_seq1,sp,P07228,ITB1_CHICK,33.03,333,199,9,965,3,415,735,6.00E-40,154,P07228,GO:0005886,GO:0005886,plasma membrane,other membranes,C
comp1100_c0_seq1,sp,P07228,ITB1_CHICK,33.03,333,199,9,965,3,415,735,6.00E-40,154,P07228,GO:0007155,GO:0007155,cell adhesion,cell adhesion,P
comp1100_c0_seq1,sp,P07228,ITB1_CHICK,33.03,333,199,9,965,3,415,735,6.00E-40,154,P07228,GO:0007160,GO:0007160,cell-matrix adhesion,cell adhesion,P
comp1100_c0_seq1,sp,P07228,ITB1_CHICK,33.03,333,199,9,965,3,415,735,6.00E-40,154,P07228,GO:0007229,GO:0007229,integrin-mediated signaling pathway,signal transduction,P
comp1100_c0_seq1,sp,P07228,ITB1_CHICK,33.03,333,199,9,965,3,415,735,6.00E-40,154,P07228,GO:0007275,GO:0007275,multicellular organismal development,developmental processes,P
comp1100_c0_seq1,sp,P07228,ITB1_CHICK,33.03,333,199,9,965,3,415,735,6.00E-40,154,P07228,GO:0008305,GO:0008305,integrin complex,plasma membrane,C
comp1100_c0_seq1,sp,P07228,ITB1_CHICK,33.03,333,199,9,965,3,415,735,6.00E-40,154,P07228,GO:0008305,GO:0008305,integrin complex,other membranes,C
comp1100_c0_seq1,sp,P07228,ITB1_CHICK,33.03,333,199,9,965,3,415,735,6.00E-40,154,P07228,GO:0016020,GO:0016020,membrane,other membranes,C
comp1100_c0_seq1,sp,P07228,ITB1_CHICK,33.03,333,199,9,965,3,415,735,6.00E-40,154,P07228,GO:0016021,GO:0016021,integral to membrane,other membranes,C
comp1100_c0_seq1,sp,P07228,ITB1_CHICK,33.03,333,199,9,965,3,415,735,6.00E-40,154,P07228,GO:0042470,GO:0042470,melanosome,other cellular component,C
comp1225_c0_seq1,sp,Q6NVS2,ERGI3_XENTR,66.67,132,44,0,1,396,207,338,1.00E-58,192,Q6NVS2,GO:0005783,GO:0005783,endoplasmic reticulum,ER/Golgi,C
comp1225_c0_seq1,sp,Q6NVS2,ERGI3_XENTR,66.67,132,44,0,1,396,207,338,1.00E-58,192,Q6NVS2,GO:0005789,GO:0005789,endoplasmic reticulum membrane,ER/Golgi,C
comp1225_c0_seq1,sp,Q6NVS2,ERGI3_XENTR,66.67,132,44,0,1,396,207,338,1.00E-58,192,Q6NVS2,GO:0005789,GO:0005789,endoplasmic reticulum membrane,other membranes,C
comp1225_c0_seq1,sp,Q6NVS2,ERGI3_XENTR,66.67,132,44,0,1,396,207,338,1.00E-58,192,Q6NVS2,GO:0005794,GO:0005794,Golgi apparatus,ER/Golgi,C
comp1225_c0_seq1,sp,Q6NVS2,ERGI3_XENTR,66.67,132,44,0,1,396,207,338,1.00E-58,192,Q6NVS2,GO:0006810,GO:0006810,transport,transport,P
comp1225_c0_seq1,sp,Q6NVS2,ERGI3_XENTR,66.67,132,44,0,1,396,207,338,1.00E-58,192,Q6NVS2,GO:0016020,GO:0016020,membrane,other membranes,C
comp1225_c0_seq1,sp,Q6NVS2,ERGI3_XENTR,66.67,132,44,0,1,396,207,338,1.00E-58,192,Q6NVS2,GO:0016021,GO:0016021,integral to membrane,other membranes,C
comp1225_c0_seq1,sp,Q6NVS2,ERGI3_XENTR,66.67,132,44,0,1,396,207,338,1.00E-58,192,Q6NVS2,GO:0016192,GO:0016192,vesicle-mediated transport,transport,P
comp1225_c0_seq1,sp,Q6NVS2,ERGI3_XENTR,66.67,132,44,0,1,396,207,338,1.00E-58,192,Q6NVS2,GO:0033116,GO:0033116,ER-Golgi intermediate compartment membrane,ER/Golgi,C
comp1225_c0_seq1,sp,Q6NVS2,ERGI3_XENTR,66.67,132,44,0,1,396,207,338,1.00E-58,192,Q6NVS2,GO:0033116,GO:0033116,ER-Golgi intermediate compartment membrane,other membranes,C
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0001702,GO:0001702,gastrulation with mouth forming second,developmental processes,P
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0001756,GO:0001756,somitogenesis,developmental processes,P
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0001843,GO:0001843,neural tube closure,developmental processes,P
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0001933,GO:0001933,negative regulation of protein amino acid phosphorylation,protein metabolism,P
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0001947,GO:0001947,heart looping,developmental processes,P
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0002009,GO:0002009,morphogenesis of an epithelium,developmental processes,P
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0002053,GO:0002053,positive regulation of mesenchymal cell proliferation,cell cycle and proliferation,P
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0003344,,,,
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0003401,,,,
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0004872,GO:0004872,receptor activity,signal transduction activity,F
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0005041,GO:0005041,low-density lipoprotein receptor activity,signal transduction activity,F
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0005102,GO:0005102,receptor binding,signal transduction activity,F
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0005109,GO:0005109,frizzled binding,signal transduction activity,F
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0005515,GO:0005515,protein binding,other molecular function,F
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0005624,GO:0005624,membrane fraction,other membranes,C
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0005769,GO:0005769,early endosome,other cytoplasmic organelle,C
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0005783,GO:0005783,endoplasmic reticulum,ER/Golgi,C
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0005886,GO:0005886,plasma membrane,plasma membrane,C
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0005886,GO:0005886,plasma membrane,other membranes,C
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0006469,GO:0006469,negative regulation of protein kinase activity,other metabolic processes,P
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0006897,GO:0006897,endocytosis,transport,P
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0006897,GO:0006897,endocytosis,cell organization and biogenesis,P
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0007268,GO:0007268,synaptic transmission,cell-cell signaling,P
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0007275,GO:0007275,multicellular organismal development,developmental processes,P
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0009880,GO:0009880,embryonic pattern specification,developmental processes,P
comp124_c0_seq1,sp,O75581,LRP6_HUMAN,75.26,97,24,0,25,315,281,377,1.00E-38,143,O75581,GO:0009950,GO:0009950,dorsal/ventral axis specification,developmental processes,P
